id,num_pax_000_014_mins_before_sdt,num_pax_015_029_mins_before_sdt,num_pax_030_044_mins_before_sdt,num_pax_045_059_mins_before_sdt,num_pax_060_074_mins_before_sdt,num_pax_075_089_mins_before_sdt,num_pax_090_104_mins_before_sdt,num_pax_105_119_mins_before_sdt,num_pax_120_134_mins_before_sdt,num_pax_135_149_mins_before_sdt,num_pax_150_164_mins_before_sdt,num_pax_165_179_mins_before_sdt,num_pax_180_194_mins_before_sdt,num_pax_195_209_mins_before_sdt,num_pax_210_224_mins_before_sdt,num_pax_225_239_mins_before_sdt,num_pax_240plus_mins_before_sdt
7220,0.53,0.25,1.63,7.16,14.55,18.86,19.34,18.85,13.23,8.67,6.74,4.1,2.9,1.53,1.0,0.49,0.83
7210,0.52,0.19,2.15,6.92,14.6,19.65,19.77,17.37,13.36,8.31,6.31,3.84,2.98,1.91,1.14,0.54,0.89
7211,0.52,0.19,2.14,7.02,14.64,19.5,19.82,17.51,13.82,8.5,6.73,4.03,3.1,1.89,1.1,0.54,0.89
7212,0.52,0.19,2.15,6.87,14.42,19.2,19.58,17.41,13.69,8.4,6.6,3.94,3.01,1.84,1.14,0.54,0.85
7213,0.52,0.19,2.15,6.92,14.6,19.65,19.77,17.37,13.36,8.31,6.31,3.84,2.98,1.91,1.14,0.54,0.89
7214,0.52,0.19,2.15,6.87,14.42,19.2,19.58,17.41,13.69,8.4,6.6,3.94,3.01,1.84,1.14,0.54,0.85
7215,0.52,0.19,2.15,6.87,14.42,19.2,19.58,17.41,13.69,8.4,6.6,3.94,3.01,1.84,1.14,0.54,0.85
7216,0.52,0.19,2.15,6.87,14.42,19.2,19.58,17.41,13.69,8.4,6.6,3.94,3.01,1.84,1.14,0.54,0.85
7217,0.52,0.19,2.14,7.02,14.64,19.5,19.82,17.51,13.82,8.5,6.73,4.03,3.1,1.89,1.1,0.54,0.89
7218,0.52,0.19,2.14,7.02,14.64,19.5,19.82,17.51,13.82,8.5,6.73,4.03,3.1,1.89,1.1,0.54,0.89
7236,0.02,0.15,2.29,7.68,15.51,20.62,20.75,17.88,13.65,9.03,6.87,4.51,3.67,2.26,1.16,0.63,1.35
7235,0.04,0.13,2.21,7.17,14.69,19.74,20.54,17.98,13.92,9.07,6.92,4.08,3.13,2.03,1.2,0.58,1.1
7232,0.05,0.13,2.19,7.8,14.99,20.26,20.67,17.55,13.36,9.03,6.58,4.4,3.61,2.11,1.07,0.55,1.26
7233,0.05,0.13,2.19,7.8,14.99,20.26,20.67,17.55,13.36,9.03,6.58,4.4,3.61,2.11,1.07,0.55,1.26
7234,0.05,0.13,2.19,7.8,14.99,20.26,20.67,17.55,13.36,9.03,6.58,4.4,3.61,2.11,1.07,0.55,1.26
7229,0.52,0.19,2.15,6.89,14.52,19.42,19.65,17.2,13.26,8.24,6.32,3.81,2.96,1.87,1.1,0.54,0.89
7230,0.52,0.19,2.15,7.03,14.8,19.62,19.8,17.6,13.75,8.43,6.68,4.01,3.1,1.89,1.1,0.54,0.89
7231,0.52,0.19,2.15,6.89,14.52,19.42,19.65,17.2,13.26,8.24,6.32,3.81,2.96,1.87,1.1,0.54,0.89
7252,0.27,0.34,2.07,9.11,15.43,20.42,22.11,20.27,13.25,7.16,5.15,3.34,1.95,1.03,0.51,0.28,0.78
7249,0.05,0.15,2.17,8.66,14.92,18.46,18.09,16.17,12.21,7.26,4.96,3.64,1.95,1.34,0.65,0.37,2.27
7250,0.05,0.16,2.24,8.38,15.08,18.59,18.42,16.31,12.37,6.78,4.95,3.67,2.07,1.41,0.64,0.32,2.38
7251,0.05,0.15,2.21,8.34,15.06,18.58,18.21,16.13,12.09,6.68,4.71,3.74,1.89,1.24,0.58,0.33,2.13
7243,0.05,0.16,2.07,8.43,14.73,18.99,19.03,16.53,13.24,7.62,5.0,3.62,1.72,1.26,0.57,0.25,1.72
7244,0.05,0.16,2.08,8.46,14.35,19.18,19.42,17.17,13.09,7.93,5.45,4.09,2.16,1.51,0.66,0.36,2.49
7245,0.05,0.16,2.22,9.01,15.06,19.2,19.24,16.78,13.31,7.69,5.14,3.84,2.03,1.48,0.6,0.34,2.13
7246,0.05,0.16,2.01,8.44,14.37,18.61,18.47,16.36,12.86,7.37,5.12,3.64,2.02,1.42,0.6,0.3,2.0
7247,0.05,0.16,2.07,8.43,14.73,18.99,19.03,16.53,13.24,7.62,5.0,3.62,1.72,1.26,0.57,0.25,1.72
7248,0.05,0.16,2.07,8.43,14.73,18.99,19.03,16.53,13.24,7.62,5.0,3.62,1.72,1.26,0.57,0.25,1.72
7240,0.04,0.19,1.86,8.31,14.52,18.15,18.61,15.99,13.55,8.3,5.63,4.16,2.75,1.58,1.38,0.36,2.77
7241,0.04,0.19,1.86,8.31,14.52,18.15,18.61,15.99,13.55,8.3,5.63,4.16,2.75,1.58,1.38,0.36,2.77
7242,0.04,0.19,1.86,8.31,14.46,18.06,18.59,16.05,13.53,8.34,5.62,4.17,2.76,1.56,1.38,0.36,2.79
7260,0.29,0.38,2.51,7.39,15.72,20.04,19.73,16.53,13.36,8.05,5.53,3.82,2.19,1.5,0.75,0.51,1.04
7261,0.29,0.38,2.56,7.45,15.56,19.93,19.62,16.54,13.2,8.06,5.6,3.8,2.17,1.45,0.73,0.51,1.01
7254,0.53,0.25,1.66,7.26,14.27,18.65,19.11,18.38,13.57,8.67,6.89,4.14,2.95,1.52,1.0,0.5,0.82
7255,0.53,0.25,1.73,7.21,14.43,19.03,19.4,18.56,13.75,8.64,6.8,4.16,2.92,1.49,1.0,0.5,0.82
7256,0.53,0.25,1.7,7.25,14.41,18.87,19.09,18.68,13.53,8.71,6.75,4.09,2.89,1.49,0.99,0.49,0.78
7257,0.53,0.25,1.73,7.21,14.43,19.03,19.4,18.56,13.75,8.64,6.8,4.16,2.92,1.49,1.0,0.5,0.82
7258,0.53,0.25,1.73,7.21,14.43,19.03,19.4,18.56,13.75,8.64,6.8,4.16,2.92,1.49,1.0,0.5,0.82
7259,0.53,0.25,1.66,7.19,14.24,18.53,19.04,18.4,13.34,8.66,6.83,4.05,2.92,1.53,0.99,0.49,0.8
7273,0.22,0.26,2.46,7.28,15.75,20.21,19.78,16.63,13.31,8.08,5.58,3.79,2.16,1.42,0.69,0.5,0.95
7274,0.22,0.26,2.46,7.33,15.87,20.26,19.74,16.88,14.01,8.35,5.82,4.02,2.39,1.57,0.77,0.53,0.95
7272,0.03,0.13,2.21,7.21,15.05,19.97,20.09,17.98,14.1,8.67,6.82,4.09,3.12,1.9,1.1,0.55,0.9
7268,0.02,0.15,2.23,7.44,15.47,20.68,20.25,17.58,14.09,9.23,7.0,4.57,3.86,2.39,1.27,0.55,1.38
7269,0.02,0.15,2.28,7.72,15.51,20.6,20.89,17.31,13.6,8.91,6.65,4.41,3.68,2.19,1.05,0.55,1.32
7270,0.02,0.15,2.24,7.54,15.26,20.45,20.98,17.54,13.66,9.06,6.75,4.41,3.63,2.18,1.05,0.57,1.32
7271,0.02,0.15,2.24,7.54,15.38,20.42,20.73,17.22,13.65,9.06,6.78,4.37,3.62,2.13,1.06,0.55,1.31
7263,0.53,0.25,1.65,7.27,14.57,19.09,19.5,18.81,13.7,9.0,7.05,4.31,3.11,1.65,1.12,0.55,0.84
7264,0.53,0.25,1.99,7.55,14.49,18.69,19.26,18.53,13.55,8.69,6.85,4.12,2.95,1.48,1.0,0.5,0.82
7265,0.53,0.25,1.65,7.27,14.57,19.09,19.5,18.81,13.7,9.0,7.05,4.31,3.11,1.65,1.12,0.55,0.84
7266,0.53,0.25,1.99,7.55,14.49,18.69,19.26,18.53,13.55,8.69,6.85,4.12,2.95,1.48,1.0,0.5,0.82
7267,0.53,0.25,1.99,7.55,14.56,18.87,19.24,18.69,13.43,8.79,6.82,4.1,2.93,1.48,0.99,0.49,0.78
7281,0.22,0.27,2.53,7.68,16.12,21.0,19.96,17.06,13.21,7.94,5.53,3.96,2.21,1.47,0.72,0.48,0.94
7282,0.22,0.27,2.53,7.68,16.12,21.0,19.96,17.06,13.21,7.94,5.53,3.96,2.21,1.47,0.72,0.48,0.94
7283,0.01,0.09,2.35,6.83,15.14,20.3,19.06,16.84,13.58,8.03,5.51,3.85,2.3,1.43,0.76,0.51,0.94
7284,0.22,0.3,2.44,7.47,16.31,21.13,20.92,17.38,13.69,8.73,5.79,4.25,2.65,1.71,0.83,0.53,0.93
7280,0.52,0.18,2.19,7.23,14.62,19.74,19.99,18.14,14.13,8.83,6.96,4.05,3.08,1.87,1.1,0.6,0.9
7279,0.02,0.16,2.15,7.36,15.11,20.3,20.97,18.18,14.25,9.56,7.14,4.69,3.86,2.29,1.15,0.59,1.37
7275,0.53,0.25,1.65,7.2,14.61,19.05,19.59,18.97,13.5,8.7,6.89,4.21,2.96,1.56,1.02,0.51,0.87
7276,0.53,0.25,1.65,7.2,14.61,19.05,19.59,18.97,13.5,8.7,6.89,4.21,2.96,1.56,1.02,0.51,0.87
7277,0.53,0.25,1.65,7.31,14.46,18.9,19.4,18.53,13.77,8.92,7.09,4.32,3.12,1.61,1.12,0.56,0.85
7278,0.53,0.25,1.65,7.2,14.61,19.05,19.59,18.97,13.5,8.7,6.89,4.21,2.96,1.56,1.02,0.51,0.87
7301,0.02,0.14,2.24,7.45,15.37,20.59,20.46,17.27,13.89,9.08,6.99,4.48,3.74,2.31,1.25,0.55,1.32
7302,0.02,0.14,2.24,7.45,15.37,20.59,20.46,17.27,13.89,9.08,6.99,4.48,3.74,2.31,1.25,0.55,1.32
7303,0.02,0.14,2.24,7.45,15.37,20.59,20.46,17.27,13.89,9.08,6.99,4.48,3.74,2.31,1.25,0.55,1.32
7304,0.02,0.14,2.24,7.45,15.37,20.59,20.46,17.27,13.89,9.08,6.99,4.48,3.74,2.31,1.25,0.55,1.32
7305,0.02,0.12,2.16,7.27,14.91,19.88,20.16,17.02,13.8,8.97,6.49,4.4,3.55,2.09,1.06,0.56,1.27
7297,0.52,0.19,2.2,6.95,14.8,19.76,19.66,17.3,13.35,8.23,6.3,3.81,2.96,1.87,1.1,0.54,0.9
7298,0.52,0.19,2.2,6.95,14.8,19.76,19.66,17.3,13.35,8.23,6.3,3.81,2.96,1.87,1.1,0.54,0.9
7299,0.52,0.18,2.17,7.14,14.8,19.77,19.98,17.88,14.04,8.57,6.77,4.06,3.06,1.88,1.14,0.55,0.85
7300,0.52,0.18,2.2,7.43,14.74,19.98,20.07,18.58,14.31,8.89,7.08,4.24,3.12,1.93,1.11,0.58,0.92
7290,0.02,0.15,2.22,7.49,15.37,20.58,20.63,17.92,14.08,9.26,7.09,4.58,3.93,2.35,1.26,0.57,1.3
7291,0.02,0.15,2.22,7.49,15.37,20.58,20.63,17.92,14.08,9.26,7.09,4.58,3.93,2.35,1.26,0.57,1.3
7292,0.02,0.15,2.22,7.49,15.37,20.58,20.63,17.92,14.08,9.26,7.09,4.58,3.93,2.35,1.26,0.57,1.3
7293,0.02,0.15,2.22,7.49,15.37,20.58,20.63,17.92,14.08,9.26,7.09,4.58,3.93,2.35,1.26,0.57,1.3
7294,0.02,0.15,2.22,7.49,15.37,20.58,20.63,17.92,14.08,9.26,7.09,4.58,3.93,2.35,1.26,0.57,1.3
7295,0.02,0.15,2.22,7.49,15.37,20.58,20.63,17.92,14.08,9.26,7.09,4.58,3.93,2.35,1.26,0.57,1.3
7296,0.02,0.15,2.22,7.49,15.37,20.58,20.63,17.92,14.08,9.26,7.09,4.58,3.93,2.35,1.26,0.57,1.3
7285,0.53,0.25,1.76,7.29,14.71,18.95,19.54,18.84,13.5,8.76,6.85,4.19,2.93,1.54,1.01,0.5,0.85
7286,0.53,0.26,1.64,7.25,14.32,18.67,19.18,18.54,13.3,8.64,6.76,4.04,2.93,1.48,0.99,0.49,0.78
7287,0.53,0.26,1.64,7.25,14.32,18.67,19.18,18.54,13.3,8.64,6.76,4.04,2.93,1.48,0.99,0.49,0.78
7288,0.53,0.26,1.64,7.25,14.32,18.67,19.18,18.54,13.3,8.64,6.76,4.04,2.93,1.48,0.99,0.49,0.78
7289,0.53,0.25,1.66,7.24,14.45,18.89,19.51,18.76,13.35,8.66,6.85,4.05,2.95,1.52,1.0,0.5,0.8
7318,0.02,0.12,2.14,7.38,14.8,19.9,20.2,17.02,13.94,8.92,6.47,4.36,3.53,2.1,1.07,0.55,1.26
7319,0.02,0.12,2.14,7.38,14.8,19.9,20.2,17.02,13.94,8.92,6.47,4.36,3.53,2.1,1.07,0.55,1.26
7320,0.02,0.12,2.14,7.38,14.8,19.9,20.2,17.02,13.94,8.92,6.47,4.36,3.53,2.1,1.07,0.55,1.26
7321,0.02,0.13,2.11,7.37,14.94,20.01,20.73,17.94,14.29,9.68,7.1,4.73,3.79,2.29,1.09,0.56,1.25
7314,0.52,0.19,2.15,7.01,14.65,19.66,19.81,17.59,13.81,8.38,6.67,3.96,3.03,1.87,1.14,0.54,0.85
7315,0.03,0.14,2.16,6.93,14.56,19.66,19.82,17.42,13.4,8.39,6.34,3.84,2.97,1.91,1.14,0.54,0.89
7316,0.03,0.14,2.16,6.93,14.56,19.66,19.82,17.42,13.4,8.39,6.34,3.84,2.97,1.91,1.14,0.54,0.89
7317,0.03,0.14,2.2,7.14,14.81,19.99,19.75,17.86,13.95,8.56,6.76,4.04,3.05,1.88,1.14,0.55,0.86
7312,0.02,0.15,2.16,7.34,15.15,20.41,20.13,17.45,13.95,9.2,6.9,4.49,3.78,2.36,1.22,0.52,1.27
7313,0.02,0.16,2.14,7.42,15.02,20.19,20.67,18.18,14.44,9.76,7.15,4.62,3.84,2.31,1.11,0.56,1.25
7307,0.53,0.25,1.66,7.25,14.29,18.72,19.16,18.48,13.32,8.66,6.82,4.05,2.92,1.52,0.99,0.49,0.78
7308,0.53,0.25,1.65,7.13,14.58,18.93,19.52,18.99,13.27,8.69,6.83,4.12,2.93,1.57,1.01,0.5,0.85
7309,0.53,0.25,1.69,7.27,14.43,18.82,19.26,18.57,13.71,8.66,6.77,4.03,2.92,1.49,0.99,0.49,0.78
7310,0.53,0.25,1.63,7.2,14.39,18.77,19.4,18.78,13.52,8.99,7.01,4.28,3.0,1.68,1.0,0.52,0.92
7311,0.53,0.25,1.63,7.27,14.54,18.97,19.29,18.71,13.41,8.7,6.81,4.18,2.92,1.48,1.0,0.5,0.82
7336,0.02,0.15,2.25,7.6,15.79,20.88,20.44,17.61,13.92,9.17,6.84,4.47,3.68,2.22,1.07,0.55,1.36
7334,0.04,0.16,2.15,7.58,15.18,20.35,20.66,17.97,13.84,9.33,6.74,4.44,3.66,2.25,1.07,0.54,1.26
7335,0.04,0.16,2.15,7.58,15.18,20.35,20.66,17.97,13.84,9.33,6.74,4.44,3.66,2.25,1.07,0.54,1.26
7330,0.02,0.15,2.18,7.33,15.16,20.38,20.39,17.46,13.86,9.13,6.82,4.43,3.73,2.35,1.21,0.52,1.26
7331,0.02,0.12,2.2,7.36,14.81,20.13,20.82,18.15,14.21,9.62,7.18,4.71,3.86,2.32,1.14,0.59,1.31
7332,0.02,0.12,2.2,7.36,14.81,20.13,20.82,18.15,14.21,9.62,7.18,4.71,3.86,2.32,1.14,0.59,1.31
7333,0.02,0.15,2.15,7.29,14.82,20.17,20.5,17.73,13.86,9.15,6.82,4.45,3.65,2.1,1.0,0.54,1.19
7323,0.05,0.13,2.19,7.8,14.99,20.26,20.67,17.55,13.36,9.03,6.58,4.4,3.61,2.11,1.07,0.55,1.26
7324,0.05,0.13,2.19,7.8,14.99,20.26,20.67,17.55,13.36,9.03,6.58,4.4,3.61,2.11,1.07,0.55,1.26
7325,0.05,0.13,2.19,7.8,14.99,20.26,20.67,17.55,13.36,9.03,6.58,4.4,3.61,2.11,1.07,0.55,1.26
7326,0.05,0.13,2.19,7.8,14.99,20.26,20.67,17.55,13.36,9.03,6.58,4.4,3.61,2.11,1.07,0.55,1.26
7327,0.05,0.13,2.19,7.8,14.99,20.26,20.67,17.55,13.36,9.03,6.58,4.4,3.61,2.11,1.07,0.55,1.26
7328,0.05,0.13,2.19,7.8,14.99,20.26,20.67,17.55,13.36,9.03,6.58,4.4,3.61,2.11,1.07,0.55,1.26
7329,0.05,0.13,2.19,7.8,14.99,20.26,20.67,17.55,13.36,9.03,6.58,4.4,3.61,2.11,1.07,0.55,1.26
7344,0.06,0.17,1.93,8.86,14.48,20.05,21.07,19.91,13.12,8.34,5.94,3.82,2.36,1.33,0.64,0.36,1.36
7345,0.06,0.17,1.93,8.86,14.48,20.05,21.07,19.91,13.12,8.34,5.94,3.82,2.36,1.33,0.64,0.36,1.36
7346,0.06,0.17,1.79,8.48,14.2,20.48,22.16,19.36,13.49,8.03,5.67,3.83,2.04,1.26,0.59,0.33,1.23
7347,0.06,0.17,1.79,8.38,14.1,20.33,22.21,19.39,13.5,7.95,5.68,3.85,2.0,1.24,0.59,0.33,1.19
7341,0.05,0.16,2.12,8.39,14.47,19.18,19.45,17.02,13.34,7.78,5.47,4.11,2.13,1.54,0.67,0.36,2.45
7342,0.05,0.16,1.92,8.38,14.41,18.82,18.61,16.29,12.77,7.56,5.17,3.72,2.03,1.45,0.61,0.3,2.02
7343,0.05,0.16,1.9,8.3,14.5,18.83,18.54,16.29,12.8,7.53,5.19,3.68,2.04,1.45,0.61,0.3,2.02
7339,0.05,0.16,2.01,8.48,14.37,18.72,18.56,16.35,12.74,7.37,5.02,3.66,1.69,1.29,0.61,0.25,1.82
7340,0.05,0.16,2.01,8.44,14.37,18.61,18.47,16.36,12.86,7.37,5.12,3.64,2.02,1.42,0.6,0.3,2.0
7352,0.23,0.29,2.35,7.95,16.24,20.67,20.27,18.57,12.73,8.26,5.54,3.97,2.11,1.12,0.62,0.44,0.86
7353,0.23,0.29,2.35,7.95,16.24,20.67,20.27,18.57,12.73,8.26,5.54,3.97,2.11,1.12,0.62,0.44,0.86
7354,0.23,0.29,2.35,7.95,16.24,20.67,20.27,18.57,12.73,8.26,5.54,3.97,2.11,1.12,0.62,0.44,0.86
7355,0.23,0.29,2.35,7.95,16.24,20.67,20.27,18.57,12.73,8.26,5.54,3.97,2.11,1.12,0.62,0.44,0.86
7350,0.24,0.27,2.41,7.2,15.58,20.23,20.15,16.69,13.54,8.42,5.76,4.1,2.35,1.43,0.82,0.51,1.22
7351,0.24,0.27,2.39,7.19,15.54,20.16,20.11,16.73,13.54,8.42,5.76,4.1,2.35,1.43,0.82,0.51,1.22
7349,0.24,0.27,2.41,7.27,15.69,20.44,20.15,16.83,13.59,8.45,5.74,4.12,2.35,1.43,0.82,0.5,1.19
7358,0.02,0.17,2.26,7.61,15.13,20.71,20.95,18.2,13.56,9.08,6.88,4.54,3.78,2.23,1.13,0.64,1.3
7359,0.02,0.17,2.25,7.66,15.24,20.81,20.82,18.3,13.67,9.1,6.88,4.45,3.54,2.21,1.09,0.6,1.23
7357,0.02,0.15,2.19,7.37,15.3,20.54,20.6,17.78,13.76,9.15,6.79,4.39,3.59,2.19,1.02,0.52,1.26
7365,0.22,0.3,2.62,7.63,16.21,21.13,20.02,17.21,13.43,8.5,5.69,4.18,2.63,1.63,0.83,0.53,0.93
7366,0.22,0.27,2.52,7.47,15.9,20.41,19.83,17.11,13.92,8.66,6.41,4.33,2.64,1.87,0.94,0.55,1.0
7367,0.22,0.26,2.45,7.25,16.06,20.92,20.76,17.21,13.43,8.61,5.8,4.2,2.68,1.67,0.74,0.51,1.31
7363,0.02,0.15,2.21,7.46,15.41,20.5,20.56,17.47,13.82,9.14,6.75,4.39,3.6,2.2,1.02,0.52,1.26
7364,0.02,0.15,2.26,7.6,15.09,20.3,21.18,17.77,14.12,9.59,7.2,4.68,4.0,2.32,1.17,0.61,1.39
7362,0.02,0.14,2.23,7.43,15.25,20.58,20.6,17.49,13.69,9.05,6.88,4.41,3.58,2.15,1.05,0.55,1.32
7361,0.02,0.15,2.18,7.3,14.98,20.17,20.41,17.31,13.76,9.14,6.75,4.4,3.62,2.21,1.02,0.52,1.28
7386,0.02,0.16,2.15,7.47,15.01,20.26,21.28,17.4,13.54,9.05,6.59,4.45,3.75,2.18,1.05,0.58,1.27
7387,0.02,0.16,2.15,7.47,15.01,20.26,21.28,17.4,13.54,9.05,6.59,4.45,3.75,2.18,1.05,0.58,1.27
7388,0.02,0.16,2.15,7.47,15.01,20.26,21.28,17.4,13.54,9.05,6.59,4.45,3.75,2.18,1.05,0.58,1.27
7389,0.02,0.16,2.15,7.47,15.01,20.26,21.28,17.4,13.54,9.05,6.59,4.45,3.75,2.18,1.05,0.58,1.27
7384,0.04,0.17,2.22,7.66,15.34,20.44,20.83,17.97,14.09,9.44,6.99,4.49,3.69,2.2,1.05,0.54,1.26
7385,0.02,0.15,2.17,7.46,15.42,20.57,20.34,17.59,13.92,9.27,6.87,4.37,3.59,2.18,1.02,0.52,1.25
7379,0.04,0.15,2.28,7.54,15.28,20.46,20.71,18.35,14.11,9.38,7.23,4.69,3.79,2.22,1.19,0.67,1.34
7380,0.04,0.15,2.28,7.54,15.28,20.46,20.71,18.35,14.11,9.38,7.23,4.69,3.79,2.22,1.19,0.67,1.34
7381,0.04,0.18,2.25,7.52,15.35,20.55,20.69,18.05,14.13,9.39,7.24,4.68,3.79,2.22,1.19,0.67,1.34
7382,0.04,0.15,2.28,7.54,15.28,20.46,20.71,18.35,14.11,9.38,7.23,4.69,3.79,2.22,1.19,0.67,1.34
7383,0.02,0.14,2.24,7.45,15.37,20.59,20.46,17.27,13.89,9.08,6.99,4.48,3.74,2.31,1.25,0.55,1.32
7368,0.02,0.16,2.23,7.36,15.17,20.39,20.83,17.96,13.78,9.1,6.73,4.48,3.7,2.21,1.06,0.57,1.36
7369,0.02,0.15,2.19,7.4,15.15,20.33,20.49,17.37,13.72,9.09,6.67,4.36,3.58,2.2,1.01,0.52,1.26
7370,0.02,0.15,2.22,7.49,15.37,20.58,20.63,17.92,14.08,9.26,7.09,4.58,3.93,2.35,1.26,0.57,1.3
7371,0.02,0.15,2.22,7.34,15.09,20.36,20.88,17.7,13.74,9.04,6.82,4.45,3.64,2.14,1.05,0.57,1.31
7372,0.02,0.15,2.19,7.4,15.15,20.33,20.49,17.37,13.72,9.09,6.67,4.36,3.58,2.2,1.01,0.52,1.26
7373,0.02,0.12,2.19,7.34,14.84,20.2,20.58,18.22,14.31,9.63,7.16,4.79,3.96,2.31,1.14,0.59,1.3
7374,0.02,0.15,2.22,7.49,15.37,20.58,20.63,17.92,14.08,9.26,7.09,4.58,3.93,2.35,1.26,0.57,1.3
7375,0.02,0.15,2.22,7.49,15.37,20.58,20.63,17.92,14.08,9.26,7.09,4.58,3.93,2.35,1.26,0.57,1.3
7376,0.02,0.15,2.22,7.49,15.37,20.58,20.63,17.92,14.08,9.26,7.09,4.58,3.93,2.35,1.26,0.57,1.3
7377,0.02,0.15,2.22,7.49,15.37,20.58,20.63,17.92,14.08,9.26,7.09,4.58,3.93,2.35,1.26,0.57,1.3
7378,0.02,0.15,2.22,7.34,15.09,20.36,20.88,17.7,13.74,9.04,6.82,4.45,3.64,2.14,1.05,0.57,1.31
7399,0.02,0.13,2.09,7.49,15.27,20.18,20.74,18.09,14.28,9.72,7.28,4.75,3.82,2.36,1.2,0.64,1.29
7400,0.02,0.12,2.14,7.38,14.8,19.9,20.2,17.02,13.94,8.92,6.47,4.36,3.53,2.1,1.07,0.55,1.26
7398,0.02,0.15,2.15,7.32,15.03,20.4,20.27,17.67,13.75,9.17,6.79,4.42,3.62,2.2,1.02,0.52,1.27
7394,0.04,0.18,2.19,7.47,15.05,19.9,21.14,18.36,13.89,9.34,7.28,4.73,4.02,2.21,1.18,0.68,1.3
7395,0.04,0.15,2.25,7.45,15.22,20.27,20.79,17.77,13.9,9.25,7.11,4.68,3.79,2.23,1.19,0.67,1.35
7396,0.02,0.14,2.24,7.42,15.19,20.38,20.48,17.12,13.79,9.09,6.92,4.45,3.63,2.17,1.06,0.55,1.34
7397,0.04,0.16,2.24,7.5,15.19,20.24,20.71,18.48,13.96,9.38,7.19,4.67,3.85,2.25,1.15,0.64,1.23
7390,0.02,0.16,2.14,7.42,15.02,20.19,20.67,18.18,14.44,9.76,7.15,4.62,3.84,2.31,1.11,0.56,1.25
7391,0.04,0.16,2.25,7.52,15.23,20.38,20.55,17.93,13.97,9.32,6.93,4.55,3.75,2.22,1.11,0.59,1.31
7392,0.02,0.16,2.14,7.42,15.02,20.19,20.67,18.18,14.44,9.76,7.15,4.62,3.84,2.31,1.11,0.56,1.25
7393,0.02,0.15,2.16,7.34,15.15,20.41,20.13,17.45,13.95,9.2,6.9,4.49,3.78,2.36,1.22,0.52,1.27
7442,0.02,0.12,2.22,7.52,14.98,20.18,20.85,17.84,14.12,9.6,7.29,4.74,3.79,2.37,1.22,0.65,1.35
7441,0.02,0.12,2.18,7.38,14.92,20.24,20.64,18.19,14.24,9.68,7.17,4.75,3.93,2.33,1.16,0.59,1.31
7412,0.04,0.15,2.24,7.48,15.14,20.21,20.62,18.33,14.17,9.46,7.24,4.7,3.84,2.28,1.2,0.67,1.34
7413,0.04,0.15,2.24,7.48,15.14,20.21,20.62,18.33,14.17,9.46,7.24,4.7,3.84,2.28,1.2,0.67,1.34
7414,0.04,0.16,2.25,7.49,15.13,20.16,20.59,18.32,14.07,9.43,7.17,4.63,3.77,2.25,1.15,0.64,1.23
7415,0.04,0.15,2.24,7.48,15.14,20.21,20.62,18.33,14.17,9.46,7.24,4.7,3.84,2.28,1.2,0.67,1.34
7416,0.02,0.14,2.24,7.45,15.37,20.59,20.46,17.27,13.89,9.08,6.99,4.48,3.74,2.31,1.25,0.55,1.32
7417,0.04,0.15,2.24,7.48,15.14,20.21,20.62,18.33,14.17,9.46,7.24,4.7,3.84,2.28,1.2,0.67,1.34
7418,0.04,0.15,2.24,7.48,15.14,20.21,20.62,18.33,14.17,9.46,7.24,4.7,3.84,2.28,1.2,0.67,1.34
7419,0.04,0.15,2.24,7.48,15.14,20.21,20.62,18.33,14.17,9.46,7.24,4.7,3.84,2.28,1.2,0.67,1.34
7420,0.04,0.15,2.24,7.48,15.14,20.21,20.62,18.33,14.17,9.46,7.24,4.7,3.84,2.28,1.2,0.67,1.34
7421,0.04,0.15,2.24,7.48,15.14,20.21,20.62,18.33,14.17,9.46,7.24,4.7,3.84,2.28,1.2,0.67,1.34
7422,0.04,0.15,2.24,7.48,15.14,20.21,20.62,18.33,14.17,9.46,7.24,4.7,3.84,2.28,1.2,0.67,1.34
7423,0.04,0.15,2.24,7.48,15.14,20.21,20.62,18.33,14.17,9.46,7.24,4.7,3.84,2.28,1.2,0.67,1.34
7424,0.04,0.15,2.24,7.48,15.14,20.21,20.62,18.33,14.17,9.46,7.24,4.7,3.84,2.28,1.2,0.67,1.34
7425,0.04,0.15,2.24,7.48,15.14,20.21,20.62,18.33,14.17,9.46,7.24,4.7,3.84,2.28,1.2,0.67,1.34
7426,0.04,0.15,2.24,7.48,15.14,20.21,20.62,18.33,14.17,9.46,7.24,4.7,3.84,2.28,1.2,0.67,1.34
7427,0.04,0.15,2.24,7.48,15.14,20.21,20.62,18.33,14.17,9.46,7.24,4.7,3.84,2.28,1.2,0.67,1.34
7428,0.04,0.15,2.24,7.48,15.14,20.21,20.62,18.33,14.17,9.46,7.24,4.7,3.84,2.28,1.2,0.67,1.34
7429,0.04,0.15,2.24,7.48,15.14,20.21,20.62,18.33,14.17,9.46,7.24,4.7,3.84,2.28,1.2,0.67,1.34
7430,0.04,0.15,2.24,7.48,15.14,20.21,20.62,18.33,14.17,9.46,7.24,4.7,3.84,2.28,1.2,0.67,1.34
7431,0.04,0.15,2.24,7.48,15.14,20.21,20.62,18.33,14.17,9.46,7.24,4.7,3.84,2.28,1.2,0.67,1.34
